;Id;N_victimas;A�o;Mes;Dia;Hora;Calle;Altura;Cruce;Direcci�n;Comuna;Latitud;Longitud;Victima;Acusado
261;2017-0147;1.0;2017.0;11.0;28.0;11.0;PAZ, GRAL. AV.;;PERON, EVA AV.;PAZ, GRAL. AV. y PERON, EVA AV.;9.0;-58.5025179;-34.67450313;MOTO;AUTO
262;2017-0148;1.0;2017.0;11.0;29.0;10.0;SAN JUAN AV.;;LA RIOJA;SAN JUAN AV. y LA RIOJA;3.0;-58.40708125;-34.62438894;PEATON;PASAJEROS
263;2017-0149;1.0;2017.0;11.0;30.0;12.0;PASEO COLON AV.;;MEXICO;PASEO COLON AV. y MEXICO;1.0;-58.36947198;-34.61477051;PEATON;PASAJEROS
264;2017-0150;1.0;2017.0;12.0;4.0;1.0;RIVADAVIA AV.;;MIRALLA;RIVADAVIA AV. y MIRALLA;9.0;-58.51140889;-34.63934531;PEATON;AUTO
265;2017-0151;1.0;2017.0;12.0;4.0;2.0;VIEYTES;;LUJAN;VIEYTES y LUJAN;4.0;-58.37460912;-34.65559133;PEATON;PASAJEROS
266;2017-0152;1.0;2017.0;12.0;6.0;17.0;CACHI;;TRAFUL;CACHI y TRAFUL;4.0;-58.41146277;-34.65073916;BICICLETA;PASAJEROS
267;2017-0153;2.0;2017.0;12.0;11.0;2.0;ROSARIO;;LA PLATA AV.;ROSARIO y LA PLATA AV.;6.0;-58.42855267;-34.61829385;MOTO;PASAJEROS
268;2017-0154;1.0;2017.0;12.0;11.0;9.0;ENTRE RIOS AV.;;CASEROS AV.;ENTRE RIOS AV. y CASEROS AV.;4.0;-58.39035581;-34.63412287;PEATON;PASAJEROS
269;2017-0155;1.0;2017.0;12.0;12.0;21.0;RIVADAVIA AV.;6350.0;SD;RIVADAVIA AV. 6350;7.0;-58.45593915;-34.62656868;SD;MOTO
270;2017-0157;1.0;2017.0;12.0;17.0;9.0;PAZ, GRAL. AV.;;HUMAITA;PAZ, GRAL. AV. y HUMAITA;9.0;-58.52866211;-34.64597065;AUTO;PASAJEROS
271;2017-0158;1.0;2017.0;12.0;18.0;21.0;GUALEGUAYCHU;;PAZ, GRAL. AV.;GUALEGUAYCHU y PAZ, GRAL. AV.;11.0;-58.52037476;-34.59407024;MOTO;AUTO
272;2017-0159;1.0;2017.0;12.0;20.0;4.0;INDEPENDENCIA AV.;;CEVALLOS, VIRREY;INDEPENDENCIA AV. y CEVALLOS, VIRREY;1.0;-58.38896772;-34.61799615;MOTO;AUTO
273;2017-0160;1.0;2017.0;12.0;22.0;13.0;NAZCA AV.;365.0;SD;NAZCA AV. 365;7.0;-58.47074114;-34.62771756;PEATON;MOTO
274;2017-0161;1.0;2017.0;12.0;26.0;15.0;PERON, EVA AV.;5249.0;SD;PERON, EVA AV. 5249;9.0;-58.48200819;-34.65969965;PEATON;AUTO
275;2018-0001;1.0;2018.0;1.0;1.0;22.0;SAN JUAN AV.;;RINCON;SAN JUAN AV. y RINCON;3.0;-58.39536773;-34.62297346;PEATON;MOTO
276;2018-0002;1.0;2018.0;1.0;3.0;16.0;PERU;937.0;SD;PERU 937;1.0;-58.37456088;-34.61895467;BICICLETA;PASAJEROS
277;2018-0003;1.0;2018.0;1.0;5.0;10.0;PUEYRREDON, HONORIO, DR. AV.;;GALICIA;PUEYRREDON, HONORIO, DR. AV. y GALICIA;15.0;-58.44860217;-34.60395657;PEATON;MULTIPLE
278;2018-0004;1.0;2018.0;1.0;9.0;9.0;DEL LIBERTADOR AV.;;MANZANARES;DEL LIBERTADOR AV. y MANZANARES;13.0;-58.46129513;-34.54332766;MOTO;MULTIPLE
279;2018-0005;1.0;2018.0;1.0;9.0;22.0;PASEO COLON AV.;1019.0;SD;PASEO COLON AV. 1019;1.0;-58.36907201;-34.61953517;PEATON;PASAJEROS
280;2018-0006;1.0;2018.0;1.0;10.0;21.0;VALLE;;BARCO CENTENERA DEL;VALLE y BARCO CENTENERA DEL;6.0;-58.44062219;-34.62499107;BICICLETA;PASAJEROS
281;2018-0007;1.0;2018.0;1.0;11.0;2.0;AUTOPISTA PERITO MORENO;;SD;AUTOPISTA PERITO MORENO KM. 0.6;9.0;-58.52502765;-34.63601265;AUTO;AUTO
282;2018-0008;1.0;2018.0;1.0;12.0;17.0;HUERGO, ING. AV.;;INDEPENDENCIA AV.;HUERGO, ING. AV. e INDEPENDENCIA AV.;1.0;-58.36659655;-34.61687778;MOTO;CARGAS
283;2018-0009;1.0;2018.0;1.0;14.0;2.0;PILCOMAYO;;BROWN, ALTE. AV.;PILCOMAYO y BROWN, ALTE. AV.;4.0;-58.36737389;-34.62763661;MOTO;MOTO
284;2018-0010;1.0;2018.0;1.0;18.0;5.0;CERVANTES;;BELAUSTEGUI, LUIS, DR.;CERVANTES y BELAUSTEGUI, LUIS, DR.;10.0;-58.49807953;-34.63038658;MOTO;CARGAS
285;2018-0011;1.0;2018.0;1.0;19.0;10.0;CALLAO AV.;;LOPEZ, VICENTE;CALLAO AV. y LOPEZ, VICENTE;2.0;-58.39092703;-34.59088447;PEATON;PASAJEROS
286;2018-0012;1.0;2018.0;1.0;26.0;13.0;OLIDEN;;CHILAVERT, MARTINIANO, CORONEL;OLIDEN y CHILAVERT, MARTINIANO, CORONEL;8.0;-58.46912006;-34.68049201;MOTO;PASAJEROS
287;2018-0013;1.0;2018.0;1.0;28.0;8.0;CONGRESO AV.;;GALVAN;CONGRESO AV. y GALVAN;12.0;-58.48661286;-34.56786129;MOTO;AUTO
288;2018-0014;1.0;2018.0;1.0;31.0;20.0;MORENO, PERITO AV.;;RIVERA INDARTE AV.;MORENO, PERITO AV. y RIVERA INDARTE AV.;7.0;-58.44074927;-34.65080597;PEATON;MOTO
289;2018-0015;2.0;2018.0;2.0;6.0;1.0;AUSTRALIA AV.;2800.0;SD;AUSTRALIA AV. 2800;4.0;-58.38636298;-34.64684275;MOTO;PASAJEROS
290;2018-0016;1.0;2018.0;2.0;15.0;10.0;DEL LIBERTADOR AV.;;RAMOS MEJIA, JOSE MARIA, DR. AV.;DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.;1.0;-58.37533517;-34.59276462;MOTO;CARGAS
291;2018-0017;1.0;2018.0;2.0;17.0;4.0;SAN PEDRITO AV.;;RIVADAVIA AV.;SAN PEDRITO AV. y RIVADAVIA AV.;7.0;-58.46963952;-34.63070603;PEATON;AUTO
292;2018-0018;1.0;2018.0;2.0;17.0;7.0;ISABEL LA CATOLICA;;SALVADORES, CNEL.;ISABEL LA CATOLICA y SALVADORES, CNEL.;4.0;-58.37207554;-34.64543658;MOTO;CARGAS
293;2018-0019;1.0;2018.0;2.0;17.0;12.0;LAS HERAS GENERAL AV.;;CALLAO AV.;LAS HERAS GENERAL AV. y CALLAO AV.;2.0;-58.39189441;-34.59176378;PEATON;PASAJEROS
294;2018-0020;1.0;2018.0;2.0;19.0;22.0;AUTOPISTA PRESIDENTE HECTOR J. CAMPORA;;SD;FERNANDEZ DE LA CRUZ F., GRAL. AV. y AUTOPISTA PRESIDENTE HECTOR J. CAMPORA;8.0;-58.45012957;-34.66518343;MOTO;CARGAS
295;2018-0021;1.0;2018.0;2.0;22.0;10.0;ALCORTA, AMANCIO AV.;;ZAVALETA;ALCORTA, AMANCIO AV. y ZAVALETA;4.0;-58.40184094;-34.64546845;PEATON;PASAJEROS
296;2018-0022;1.0;2018.0;2.0;24.0;0.0;MONTES DE OCA, MANUEL AV.;;OLAVARRIA;MONTES DE OCA, MANUEL AV. y OLAVARRIA;4.0;-58.37441153;-34.63966783;MOTO;CARGAS
297;2018-0023;1.0;2018.0;2.0;24.0;6.0;BARCO CENTENERA DEL;;ROSARIO;BARCO CENTENERA DEL y ROSARIO;6.0;-58.44110156;-34.62082399;MOTO;AUTO
298;2018-0024;1.0;2018.0;2.0;28.0;23.0;ALVAREZ THOMAS AV.;;DONADO;ALVAREZ THOMAS AV. y DONADO;15.0;-58.47087351;-34.57827342;PEATON;CARGAS
299;2018-0025;1.0;2018.0;3.0;4.0;22.0;AVELLANEDA AV.;;BOYACA AV.;AVELLANEDA AV. y BOYACA AV.;7.0;-58.4596221;-34.6224514;PEATON;AUTO
300;2018-0026;2.0;2018.0;3.0;9.0;4.0;RABANAL, FRANCISCO, INTENDENTE AV.;;SAENZ AV.;RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.;4.0;-58.41657793;-34.65476216;MOVIL;CARGAS
301;2018-0027;1.0;2018.0;3.0;11.0;23.0;CASTRO;;RONDEAU;CASTRO y RONDEAU;5.0;-58.41911301;-34.63722107;PEATON;MOTO
302;2018-0028;1.0;2018.0;3.0;13.0;15.0;BILBAO, FRANCISCO AV.;;AZUL;BILBAO, FRANCISCO AV. y AZUL;9.0;-58.47120586;-34.64251042;PEATON;CARGAS
303;2018-0029;1.0;2018.0;3.0;15.0;18.0;NAZCA AV.;;GAONA AV.;NAZCA AV. y GAONA AV.;11.0;-58.47418944;-34.62049672;MOTO;AUTO
304;2018-0030;1.0;2018.0;3.0;20.0;1.0;PLAZA;;ALVAREZ THOMAS AV.;PLAZA y ALVAREZ THOMAS AV.;15.0;-58.46720441;-34.57905579;MOTO;MOTO
305;2018-0031;1.0;2018.0;3.0;28.0;10.0;GAONA AV.;;ARTIGAS, JOSE GERVASIO, GRAL.;GAONA AV. y ARTIGAS, JOSE GERVASIO, GRAL.;11.0;-58.46909362;-34.6177971;MOTO;CARGAS
306;2018-0032;1.0;2018.0;4.0;2.0;13.0;CABILDO AV.;;AGUILAR;CABILDO AV. y AGUILAR;13.0;-58.44704343;-34.5688864;PEATON;PASAJEROS
307;2018-0033;1.0;2018.0;4.0;7.0;7.0;CAMARONES;;LOPE DE VEGA AV.;CAMARONES y LOPE DE VEGA AV.;10.0;-58.50535541;-34.62902048;MOTO;CARGAS
308;2018-0034;1.0;2018.0;4.0;11.0;18.0;SANTA FE AV.;2320.0;SD;SANTA FE AV. 2320;2.0;-58.40021675;-34.59522198;PEATON;PASAJEROS
309;2018-0035;1.0;2018.0;4.0;12.0;16.0;RIVADAVIA AV.;6950.0;SD;RIVADAVIA AV. 6950;7.0;-58.46325991;-34.62919627;PEATON;PASAJEROS
310;2018-0036;1.0;2018.0;4.0;13.0;23.0;SAN MARTIN AV.;;ARGERICH;SAN MARTIN AV. y ARGERICH;15.0;-58.49471482;-34.59694755;MOTO;AUTO
311;2018-0037;1.0;2018.0;4.0;18.0;18.0;CORDOBA AV.;;URIBURU JOSE E., PRES.;CORDOBA AV. y URIBURU JOSE E., PRES.;2.0;-58.3987261;-34.59975962;PEATON;CARGAS
312;2018-0038;2.0;2018.0;4.0;20.0;17.0;RIVADAVIA AV.;1571.0;SD;RIVADAVIA AV. 1571;1.0;-58.38872177;-34.60885045;PEATON;AUTO
314;2018-0040;1.0;2018.0;4.0;27.0;11.0;FREIRE, RAMON, CAP. GRAL.;;OLAGUER Y FELIU, VIRREY;FREIRE, RAMON, CAP. GRAL. y OLAGUER Y FELIU, VIRREY;13.0;-58.45686132;-34.57305993;PEATON;CARGAS
315;2018-0041;1.0;2018.0;4.0;27.0;13.0;LA PLATA AV.;;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;LA PLATA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.;4.0;-58.42281627;-34.64282424;PEATON;PASAJEROS
316;2018-0042;1.0;2018.0;4.0;27.0;18.0;BRANDSEN;;PERDRIEL;BRANDSEN y PERDRIEL;4.0;-58.38666024;-34.63953396;MOTO;CARGAS
317;2018-0043;1.0;2018.0;4.0;28.0;6.0;VILARDEBO, TEODORO;;ALVAREZ JONTE AV.;VILARDEBO, TEODORO y ALVAREZ JONTE AV.;11.0;-58.49122843;-34.61207587;MOTO;AUTO
318;2018-0044;1.0;2018.0;4.0;28.0;9.0;ALBERTI;;INDEPENDENCIA AV.;ALBERTI e INDEPENDENCIA AV.;3.0;-58.40098306;-34.61866627;PEATON;AUTO
319;2018-0045;1.0;2018.0;4.0;30.0;7.0;ALVAREZ THOMAS AV.;879.0;SD;ALVAREZ THOMAS AV. 879;13.0;-58.45448963;-34.5791692;AUTO;CARGAS
320;2018-0046;1.0;2018.0;5.0;2.0;3.0;PAZ, GRAL. AV.;;RIVADAVIA AV.;PAZ, GRAL. AV. y RIVADAVIA AV.;9.0;-58.52927982;-34.63931752;PEATON;AUTO
321;2018-0047;1.0;2018.0;5.0;8.0;19.0;CORRIENTES AV.;;DORREGO AV.;CORRIENTES AV. y DORREGO AV.;15.0;-58.44759966;-34.5917024;PEATON;PASAJEROS
322;2018-0048;1.0;2018.0;5.0;9.0;10.0;RIVADAVIA AV.;;PEDERNERA;RIVADAVIA AV. y PEDERNERA;7.0;-58.46411215;-34.62925068;PEATON;PASAJEROS
323;2018-0049;1.0;2018.0;5.0;11.0;19.0;QUESADA;2300.0;SD;QUESADA 2300;13.0;-58.4621322;-34.55395823;PEATON;AUTO
324;2018-0050;1.0;2018.0;5.0;14.0;18.0;CABILDO AV.;;JURAMENTO AV.;CABILDO AV. y JURAMENTO AV.;13.0;-58.45669422;-34.5620361;PEATON;PASAJEROS
325;2018-0051;1.0;2018.0;5.0;15.0;21.0;CALIFORNIA;;CARBONARI, FRANCISCO, CMTE.;CALIFORNIA y CARBONARI, FRANCISCO, CMTE.;4.0;-58.3597716;-34.64341878;PEATON;AUTO
326;2018-0052;1.0;2018.0;5.0;18.0;20.0;CARRIL, SALVADOR MARIA DEL AV.;;NAZCA;CARRIL, SALVADOR MARIA DEL AV. y NAZCA;15.0;-58.49820145;-34.59070093;PEATON;PASAJEROS
327;2018-0053;1.0;2018.0;5.0;20.0;2.0;SAN LUIS;;AGUERO;SAN LUIS y AGUERO;3.0;-58.4105928;-34.5993918;MOTO;AUTO
328;2018-0054;1.0;2018.0;5.0;22.0;11.0;LUGONES;2430.0;SD;LUGONES 2430;12.0;-58.47969138;-34.57121563;PEATON;BICICLETA
329;2018-0055;1.0;2018.0;5.0;29.0;7.0;INDEPENDENCIA AV.;;JUJUY AV.;INDEPENDENCIA AV. y JUJUY AV.;3.0;-58.40351561;-34.61883916;MOTO;AUTO
330;2018-0056;1.0;2018.0;6.0;2.0;13.0;RIVADAVIA AV.;11050.0;SD;RIVADAVIA AV. 11050;9.0;-58.51973844;-34.63918987;PEATON;PASAJEROS
331;2018-0057;1.0;2018.0;6.0;3.0;3.0;COMBATE DE LOS POZOS;;HUMBERTO 1?;COMBATE DE LOS POZOS y HUMBERTO 1°;3.0;-58.39311376;-34.62163006;MOTO;PASAJEROS
332;2018-0058;1.0;2018.0;6.0;3.0;6.0;CORDOBA AV.;;THAMES;CORDOBA AV. y THAMES;15.0;-58.43531242;-34.59082159;MOTO;AUTO
333;2018-0059;1.0;2018.0;6.0;8.0;6.0;GARAY, JUAN DE AV.;;SANCHEZ DE LORIA;GARAY, JUAN DE AV. y SANCHEZ DE LORIA;5.0;-58.41178165;-34.63035454;MOTO;OTRO
334;2018-0060;1.0;2018.0;6.0;8.0;12.0;LAVALLE;;ALEM, LEANDRO N. AV.;LAVALLE y ALEM, LEANDRO N. AV.;1.0;-58.370488;-34.60189492;PEATON;PASAJEROS
335;2018-0061;1.0;2018.0;6.0;10.0;11.0;ESTADOS UNIDOS;;PICHINCHA;ESTADOS UNIDOS y PICHINCHA;3.0;-58.39883882;-34.61964833;MOTO;MOTO
336;2018-0062;1.0;2018.0;6.0;14.0;1.0;ROSARIO;;BARCO CENTENERA DEL;ROSARIO y BARCO CENTENERA DEL;6.0;-58.44110156;-34.62082399;PEATON;CARGAS
337;2018-0063;1.0;2018.0;6.0;16.0;21.0;ALEM, LEANDRO N. AV.;;VIAMONTE;ALEM, LEANDRO N. AV. y VIAMONTE;1.0;-58.37093138;-34.59952725;PEATON;PASAJEROS
338;2018-0064;1.0;2018.0;6.0;25.0;1.0;VARELA AV.;;PRIMERA JUNTA;VARELA AV. y PRIMERA JUNTA;7.0;-58.45855262;-34.63953253;AUTO;CARGAS
339;2018-0065;1.0;2018.0;6.0;26.0;17.0;PELLEGRINI, CARLOS;;JUNCAL;PELLEGRINI, CARLOS y JUNCAL;1.0;-58.38161909;-34.59283447;MOTO;CARGAS
340;2018-0066;1.0;2018.0;6.0;28.0;11.0;CORRIENTES AV.;;LACROZE, FEDERICO AV.;CORRIENTES AV. y LACROZE, FEDERICO AV.;15.0;-58.45511899;-34.58698157;PEATON;PASAJEROS
341;2018-0067;1.0;2018.0;6.0;29.0;16.0;MONTES DE OCA, MANUEL AV.;;FINOCHIETTO ENRIQUE DR.;MONTES DE OCA, MANUEL AV. y FINOCHIETTO ENRIQUE DR.;4.0;-58.37724226;-34.62973033;PASAJEROS;AUTO
342;2018-0068;1.0;2018.0;7.0;1.0;9.0;CARABOBO AV.;;ALBERDI, JUAN BAUTISTA AV.;CARABOBO AV. y ALBERDI, JUAN BAUTISTA AV.;7.0;-58.45546217;-34.62930339;MOTO;AUTO
343;2018-0069;1.0;2018.0;7.0;4.0;21.0;CORDOBA AV.;2215.0;SD;CORDOBA AV. 2215;2.0;-58.39897064;-34.59954925;BICICLETA;PASAJEROS
344;2018-0070;1.0;2018.0;7.0;7.0;15.0;ESTADOS UNIDOS;;URQUIZA, GRAL.;ESTADOS UNIDOS y URQUIZA, GRAL.;3.0;-58.40917826;-34.62126274;MOTO;PASAJEROS
345;2018-0071;1.0;2018.0;7.0;10.0;17.0;MORENO;;HUERGO, ING. AV.;MORENO y HUERGO, ING. AV.;1.0;-58.36726348;-34.61099738;MOTO;CARGAS
346;2018-0072;1.0;2018.0;7.0;11.0;13.0;AUTOPISTA DELLEPIANE LUIS TTE. GRAL.;;SD;AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y MONTIEL;8.0;-58.48267426;-34.68454456;MOTO;CARGAS
347;2018-0073;1.0;2018.0;7.0;11.0;15.0;IRIARTE, GRAL. AV.;3400.0;SD;IRIARTE, GRAL. AV. 3400;4.0;-58.39546165;-34.65168841;PEATON;CARGAS
348;2018-0074;1.0;2018.0;7.0;14.0;6.0;ALBERDI, JUAN BAUTISTA AV.;2968.0;SD;ALBERDI, JUAN BAUTISTA AV. 2968;7.0;-58.46941984;-34.63376545;AUTO;CARGAS
349;2018-0075;1.0;2018.0;7.0;15.0;7.0;DEL LIBERTADOR AV.;;ORTIZ DE OCAMPO;DEL LIBERTADOR AV. y ORTIZ DE OCAMPO;14.0;-58.40367321;-34.58129246;PEATON;AUTO
350;2018-0076;1.0;2018.0;7.0;16.0;9.0;CHAVEZ, JORGE;;PAZ, GRAL. AV.;CHAVEZ, JORGE y PAZ, GRAL. AV.;9.0;-58.52932872;-34.65014993;AUTO;CARGAS
351;2018-0077;1.0;2018.0;7.0;16.0;23.0;URQUIZA, GRAL.;;ESTADOS UNIDOS;URQUIZA, GRAL. y ESTADOS UNIDOS;3.0;-58.40917826;-34.62126274;AUTO;CARGAS
352;2018-0078;1.0;2018.0;7.0;21.0;6.0;PARAGUAY;;SANCHEZ DE BUSTAMANTE;PARAGUAY y SANCHEZ DE BUSTAMANTE;2.0;-58.41264127;-34.59473294;PEATON;AUTO
353;2018-0079;1.0;2018.0;7.0;23.0;7.0;DE LOS CORRALES AV.;;PAZ, GRAL. AV.;DE LOS CORRALES AV. y PAZ, GRAL. AV.;9.0;-58.50877521;-34.66977709;PEATON;CARGAS
354;2018-0080;1.0;2018.0;7.0;25.0;22.0;ALBERDI, JUAN BAUTISTA AV.;;CARHUE;ALBERDI, JUAN BAUTISTA AV. y CARHUE;9.0;-58.51232237;-34.6590353;PEATON;AUTO
355;2018-0081;1.0;2018.0;7.0;29.0;6.0;CASTANARES AV.;;RIVERA INDARTE AV.;CASTAÑARES AV. y RIVERA INDARTE AV.;7.0;-58.44744156;-34.64567171;PEATON;MULTIPLE
356;2018-0082;1.0;2018.0;8.0;1.0;15.0;LARRAZABAL;;GARZON, EUGENIO, GRAL. AV.;LARRAZABAL y GARZON, EUGENIO, GRAL. AV.;9.0;-58.49441273;-34.65869968;MOTO;CARGAS
357;2018-0083;1.0;2018.0;8.0;2.0;5.0;PAZ, GRAL. AV.;;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;PAZ, GRAL. AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.;8.0;-58.47976785;-34.69153196;MOTO;CARGAS
358;2018-0084;1.0;2018.0;8.0;3.0;7.0;MOREAU DE JUSTO, ALICIA AV.;;COCHABAMBA;MOREAU DE JUSTO, ALICIA AV. y COCHABAMBA;1.0;-58.36523349;-34.62260331;PEATON;CARGAS
359;2018-0085;2.0;2018.0;8.0;3.0;18.0;ENTRE RIOS AV.;;GARAY, JUAN DE AV.;ENTRE RIOS AV. y GARAY, JUAN DE AV.;3.0;-58.39118948;-34.62704273;MOTO;PASAJEROS
360;2018-0086;1.0;2018.0;8.0;10.0;21.0;DIRECTORIO AV.;;GUARDIA NACIONAL;DIRECTORIO AV. y GUARDIA NACIONAL;9.0;-58.49019551;-34.65015854;PEATON;PASAJEROS
361;2018-0087;1.0;2018.0;8.0;15.0;19.0;PAVON AV.;;COLOMBRES;PAVON AV. y COLOMBRES;5.0;-58.41644362;-34.63023775;PEATON;PASAJEROS
362;2018-0088;1.0;2018.0;8.0;17.0;16.0;PAZ, GRAL. AV.;;BALBIN, RICARDO, DR. AV.;PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.;12.0;-58.5007381;-34.5497951;MOTO;CARGAS
363;2018-0089;1.0;2018.0;8.0;17.0;17.0;PICHINCHA AV.;;BRASIL;PICHINCHA AV. y BRASIL;4.0;-58.39626094;-34.63036565;PEATON;PASAJEROS
364;2018-0090;1.0;2018.0;8.0;18.0;10.0;27 DE FEBRERO AV.;;PERGAMINO;27 DE FEBRERO AV. y PERGAMINO;8.0;-58.43284809;-34.67051543;MOTO;AUTO
365;2018-0091;1.0;2018.0;8.0;19.0;18.0;AUTOPISTA PERITO MORENO;;BARRAGAN;AUTOPISTA PERITO MORENO y BARRAGAN;9.0;-58.52280139;-34.63659934;AUTO;AUTO
366;2018-0092;1.0;2018.0;8.0;20.0;8.0;CORDOBA AV.;;GASCON;CORDOBA AV. y GASCON;14.0;-58.4233693;-34.59774487;MOTO;AUTO
367;2018-0093;1.0;2018.0;8.0;20.0;8.0;15 DE NOVIEMBRE DE 1889;1513.0;SD;15 DE NOVIEMBRE DE 1889 1513;1.0;-58.38691681;-34.63105973;PEATON;PASAJEROS
368;2018-0094;1.0;2018.0;8.0;23.0;5.0;SALGUERO, JERONIMO;;BERUTI;SALGUERO, JERONIMO y BERUTI;14.0;-58.4116902;-34.5857988;MOTO;PASAJEROS
369;2018-0095;1.0;2018.0;8.0;26.0;0.0;LACARRA AV.;;DELLEPIANE, LUIS, TTE. GRAL.;LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.;9.0;-58.46739825;-34.65117757;AUTO;AUTO
370;2018-0096;1.0;2018.0;8.0;31.0;22.0;AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA;;ROCA, CNEL. AV.;AUTOPISTA PRESIDENTE HÉCTOR J. CÁMPORA y ROCA, CNEL. AV.;8.0;-58.44483258;-34.67152226;PEATON;AUTO
371;2018-0097;1.0;2018.0;9.0;2.0;10.0;VARELA AV.;;RABANAL, FRANCISCO, INTENDENTE AV.;VARELA AV. y RABANAL, FRANCISCO, INTENDENTE AV.;8.0;-58.43254025;-34.66128115;AUTO;OTRO
372;2018-0098;2.0;2018.0;9.0;9.0;5.0;PAZ, GRAL. AV.;;BERON DE ASTRADA;PAZ, GRAL. AV. y BERON DE ASTRADA;8.0;-58.47199387;-34.69640164;AUTO;AUTO
373;2018-0099;1.0;2018.0;9.0;12.0;14.0;RIVADAVIA AV.;;PEDERNERA;RIVADAVIA AV. y PEDERNERA;7.0;-58.46411215;-34.62925068;PEATON;PASAJEROS
374;2018-0100;1.0;2018.0;9.0;20.0;10.0;RAWSON DE DELLEPIANE, ELVIRA AV.;150.0;SD;RAWSON DE DELLEPIANE, ELVIRA AV. 150;1.0;-58.36217754;-34.62367156;MOTO;AUTO
375;2018-0101;1.0;2018.0;9.0;21.0;0.0;PAZ, GRAL. AV.;;ZAPIOLA;PAZ, GRAL. AV. y ZAPIOLA;12.0;-58.48098594;-34.5407313;AUTO;MULTIPLE
376;2018-0102;1.0;2018.0;9.0;21.0;0.0;FAMATINA;;TABORDA, DIOGENES;FAMATINA y TABORDA, DIOGENES;4.0;-58.41083404;-34.64640709;MOTO;AUTO
377;2018-0103;1.0;2018.0;9.0;27.0;17.0;CASTA?ARES AV.;;BONORINO, ESTEBAN, CNEL. AV.;CASTAÑARES AV. y BONORINO, ESTEBAN, CNEL. AV.;7.0;-58.44609828;-34.64446729;PEATON;MOTO
378;2018-0104;1.0;2018.0;10.0;1.0;8.0;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI;;SUAREZ AV.;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.;4.0;-58.37709334;-34.64035082;MOTO;MOTO
379;2018-0105;1.0;2018.0;10.0;3.0;18.0;NAZCA AV.;;RIVADAVIA AV.;NAZCA AV. y RIVADAVIA AV.;7.0;-58.46963952;-34.63070603;PEATON;PASAJEROS
380;2018-0106;1.0;2018.0;10.0;4.0;22.0;FIGUEROA ALCORTA, PRES. AV.;;ECHEVERRIA;FIGUEROA ALCORTA, PRES. AV. y ECHEVERRIA;13.0;-58.43674281;-34.55161027;MOTO;MOTO
381;2018-0107;1.0;2018.0;10.0;6.0;14.0;RIVADAVIA AV.;;JUJUY AV.;RIVADAVIA AV. y JUJUY AV.;3.0;-58.4059686;-34.61011987;PEATON;PASAJEROS
382;2018-0108;1.0;2018.0;10.0;9.0;14.0;DE LOS ITALIANOS AV.;;GUEMES, MACACHA;DE LOS ITALIANOS AV. y GUEMES, MACACHA;1.0;-58.36154069;-34.60463618;MOTO;AUTO
383;2018-0109;1.0;2018.0;10.0;10.0;22.0;TUCUMAN;;ALEM, LEANDRO N. AV.;TUCUMAN y ALEM, LEANDRO N. AV.;1.0;-58.37062179;-34.60066507;PEATON;PASAJEROS
384;2018-0110;1.0;2018.0;10.0;13.0;3.0;CORRIENTES AV.;;GALLARDO, ANGEL AV.;CORRIENTES AV. y GALLARDO, ANGEL AV.;15.0;-58.43220014;-34.60207186;PEATON;MOTO
385;2018-0111;1.0;2018.0;10.0;19.0;12.0;AUTOPISTA PERITO MORENO;;SD;AUTOPISTA PERITO MORENO & PERON, EVA  AV.;9.0;-58.46958442;-34.64949724;MOTO;CARGAS
386;2018-0112;1.0;2018.0;10.0;24.0;9.0;MU?ECAS;;SERRANO;MUÑECAS y SERRANO;15.0;-58.44671397;-34.59970903;MOTO;CARGAS
387;2018-0113;1.0;2018.0;10.0;25.0;11.0;ARTIGAS, JOSE GERVASIO, GRAL.;;TRES ARROYOS;ARTIGAS, JOSE GERVASIO, GRAL. y TRES ARROYOS;11.0;-58.47152163;-34.61474911;MOTO;CARGAS
388;2018-0114;1.0;2018.0;10.0;30.0;2.0;SOLIS;;INDEPENDENCIA AV.;SOLIS e INDEPENDENCIA AV.;1.0;-58.39032921;-34.61807951;MOTO;AUTO
389;2018-0115;1.0;2018.0;10.0;31.0;12.0;BOSCH, VENTURA;;PAZ, GRAL. AV.;BOSCH, VENTURA y PAZ, GRAL. AV.;9.0;-58.52887773;-34.64297861;PEATON;PASAJEROS
390;2018-0116;1.0;2018.0;11.0;1.0;10.0;PAZ, GRAL. AV.;14800.0;SD;PAZ, GRAL. AV. 14800;8.0;-58.49371157;-34.67981324;PEATON;CARGAS
391;2018-0117;1.0;2018.0;11.0;4.0;8.0;PERON, EVA AV.;5321.0;SD;PERON, EVA AV. 5321;9.0;-58.48266599;-34.66012327;MOTO;MOTO
