;Id;N_victimas;A�o;Mes;Dia;Hora;Calle;Altura;Cruce;Direcci�n;Comuna;Latitud;Longitud;Victima;Acusado
523;2020-0003;1.0;2020.0;1.0;11.0;6.0;RIVADAVIA AV.;;COMBATE DE LOS POZOS;RIVADAVIA AV. y COMBATE DE LOS POZOS;3.0;-58.39337644;-34.60927582;PEATON;AUTO
524;2020-0004;1.0;2020.0;1.0;14.0;21.0;RODRIGUEZ PE?A;;RIVADAVIA AV.;RODRIGUEZ PEÑA y RIVADAVIA AV.;1.0;-58.39055614;-34.60919284;PEATON;PASAJEROS
525;2020-0005;1.0;2020.0;1.0;14.0;6.0;24 DE NOVIEMBRE;;SAN JUAN AV.;24 DE NOVIEMBRE y SAN JUAN AV.;3.0;-58.41036975;-34.62477021;MOTO;PASAJEROS
526;2020-0006;1.0;2020.0;1.0;20.0;12.0;LAFUENTE AV.;2250.0;SD;LAFUENTE AV. 2250;8.0;-58.44925765;-34.65412546;MOTO;CARGAS
527;2020-0007;1.0;2020.0;1.0;27.0;0.0;CHILE;;LIMA;CHILE y LIMA;1.0;-58.3815685;-34.61648696;PEATON;MOTO
528;2020-0008;1.0;2020.0;1.0;30.0;7.0;CORDOBA AV.;;JAURES, JEAN;CORDOBA AV. y JAURES, JEAN;2.0;-58.40662899;-34.59804521;MOTO;CARGAS
529;2020-0009;1.0;2020.0;2.0;4.0;14.0;PERON, JUAN DOMINGO, TTE. GENERAL;;SALGUERO, JERONIMO;PERON, JUAN DOMINGO, TTE. GENERAL y SALGUERO, JERONIMO;5.0;-58.41985649;-34.6060085;PEATON;AUTO
530;2020-0010;1.0;2020.0;2.0;8.0;5.0;9 DE JULIO AV.;;SAN JUAN AV.;9 DE JULIO AV. y SAN JUAN AV.;1.0;-58.38099833;-34.62214953;MOTO;OBJETO FIJO
531;2020-0011;1.0;2020.0;2.0;12.0;11.0;COLOMBRES;466.0;SD;COLOMBRES 466;5.0;-58.41803309;-34.61823178;MOTO;CARGAS
532;2020-0012;1.0;2020.0;2.0;18.0;21.0;MEXICO;2860.0;SD;MEXICO 2860;3.0;-58.40604003;-34.61783553;PEATON;MOTO
533;2020-0013;1.0;2020.0;2.0;20.0;12.0;COMBATIENTES DE MALVINAS AV.;;TRIUNVIRATO AV.;COMBATIENTES DE MALVINAS AV. y TRIUNVIRATO AV.;15.0;-58.47549929;-34.57994061;PEATON;MOTO
534;2020-0014;1.0;2020.0;2.0;27.0;2.0;BERMUDEZ;;NOGOYA;BERMUDEZ y NOGOYA;11.0;-58.51398484;-34.61600366;MOTO;PASAJEROS
535;2020-0015;1.0;2020.0;2.0;28.0;14.0;BRASIL AV.;;PASEO COLON AV.;BRASIL AV. y PASEO COLON AV.;1.0;-58.36797542;-34.62519403;MOTO;PASAJEROS
536;2020-0016;1.0;2020.0;2.0;29.0;13.0;ALEM, LEANDRO N. AV.;770.0;SD;ALEM, LEANDRO N. AV. 770;1.0;-58.37133616;-34.59879316;PEATON;PASAJEROS
537;2020-0017;1.0;2020.0;3.0;5.0;23.0;BELGRANO AV.;;RINCON;BELGRANO AV. y RINCON;3.0;-58.39613805;-34.61413568;PEATON;AUTO
538;2020-0018;1.0;2020.0;3.0;9.0;14.0;UDAONDO, GUILLERMO AV.;901.0;SD;UDAONDO, GUILLERMO AV. 901;13.0;-58.44903073;-34.54200276;MOTO;OBJETO FIJO
539;2020-0019;1.0;2020.0;3.0;10.0;21.0;CONSTITUCION;;CASTRO;CONSTITUCION y CASTRO;5.0;-58.41972364;-34.6284667;PEATON;AUTO
540;2020-0020;1.0;2020.0;3.0;13.0;17.0;PUEYRREDON AV.;;GOMEZ, VALENTIN;PUEYRREDON AV. y GOMEZ, VALENTIN;3.0;-58.40571596;-34.60557123;PEATON;MOTO
541;2020-0021;1.0;2020.0;3.0;14.0;16.0;BRAVO, MARIO;1279.0;SD;BRAVO, MARIO 1279;2.0;-58.4145159;-34.59488319;PEATON;AUTO
542;2020-0022;1.0;2020.0;4.0;7.0;6.0;AUTOPISTA DELLEPIANE LUIS TTE. GRAL.;;ESCALADA AV.;AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.;9.0;-58.47297505;-34.66245085;AUTO;CARGAS
543;2020-0023;1.0;2020.0;4.0;9.0;18.0;ARAOZ DE LAMADRID, GREGORIO, GRAL.;;BROWN, ALTE. AV.;ARAOZ DE LAMADRID, GREGORIO, GRAL. y BROWN, ALTE. AV.;4.0;-58.35791192;-34.63695178;AUTO;CARGAS
544;2020-0024;1.0;2020.0;4.0;24.0;7.0;MURGUIONDO;1339.0;SD;MURGUIONDO 1339;9.0;-58.50801713;-34.65177305;AUTO;AUTO
545;2020-0025;1.0;2020.0;5.0;12.0;5.0;RIVADAVIA AV.;2551.0;SD;RIVADAVIA AV. 2551;3.0;-58.40258477;-34.60975108;PEATON;AUTO
547;2020-0027;1.0;2020.0;5.0;18.0;8.0;DELLEPIANE, LUIS, TTE. GRAL.;;MONTIEL;DELLEPIANE, LUIS, TTE. GRAL. y MONTIEL;8.0;-58.48267426;-34.68454456;PEATON;CARGAS
548;2020-0028;1.0;2020.0;5.0;19.0;10.0;SCALABRINI ORTIZ, RAUL AV.;;WARNES AV.;SCALABRINI ORTIZ, RAUL AV. y WARNES AV.;15.0;-58.44248936;-34.60221948;PEATON;PASAJEROS
549;2020-0029;1.0;2020.0;6.0;10.0;14.0;PAZ, GRAL. AV.;;ROFFO, ANGEL H., DR.;PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.;9.0;-58.52909134;-34.63886726;PEATON;PASAJEROS
550;2020-0030;1.0;2020.0;6.0;16.0;15.0;SAN MARTIN AV.;1550.0;SD;SAN MARTIN AV. 1550;6.0;-58.45158942;-34.6064658;MOTO;MULTIPLE
551;2020-0031;1.0;2020.0;6.0;30.0;8.0;GARZON, EUGENIO, GRAL. AV.;;LARRAYA;GARZON, EUGENIO, GRAL. AV. y LARRAYA;9.0;-58.49344309;-34.65788529;MOTO;CARGAS
552;2020-0032;1.0;2020.0;7.0;10.0;23.0;CORRIENTES AV.;;SERRANO;CORRIENTES AV. y SERRANO;15.0;-58.44259166;-34.59635137;MOTO;AUTO
553;2020-0033;1.0;2020.0;7.0;19.0;6.0;PAZ, GRAL. AV.;;DEL LIBERTADOR AV.;PAZ, GRAL. AV. y DEL LIBERTADOR AV.;13.0;-58.46743471;-34.53476874;AUTO;OBJETO FIJO
554;2020-0034;1.0;2020.0;8.0;2.0;3.0;MITRE, BARTOLOME;;ANCHORENA, TOMAS MANUEL DE, DR.;MITRE, BARTOLOME y ANCHORENA, TOMAS MANUEL DE, DR.;3.0;-58.41178158;-34.60922259;PEATON;AUTO
555;2020-0035;1.0;2020.0;8.0;4.0;5.0;AUTOPISTA 25 DE MAYO;;SD;AUTOPISTA 25 DE MAYO y PUMACAHUA;7.0;-58.45068621;-34.63638927;MOTO;PASAJEROS
556;2020-0036;1.0;2020.0;8.0;7.0;18.0;SCALABRINI ORTIZ, RAUL AV.;;PARAGUAY;SCALABRINI ORTIZ, RAUL AV. y PARAGUAY;14.0;-58.42016954;-34.5877879;PEATON;MOTO
557;2020-0037;1.0;2020.0;8.0;29.0;4.0;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;;VARELA AV.;FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.;8.0;-58.43850413;-34.65554754;PEATON;AUTO
558;2020-0038;2.0;2020.0;8.0;30.0;4.0;LAS HERAS GENERAL AV.;;DIAZ, CNEL. AV.;LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.;14.0;-58.40617526;-34.58345898;AUTO;AUTO
560;2020-0040;1.0;2020.0;9.0;12.0;3.0;CASTILLO, RAMON S., PRES. AV.;;CALLE 12 (NO OFICIAL);CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL);2.0;-58.38526125;-34.5780581;AUTO;OBJETO FIJO
561;2020-0041;1.0;2020.0;9.0;28.0;1.0;CURAPALIGUE;;PERON, EVA AV.;CURAPALIGUE y PERON, EVA AV.;7.0;-58.4475047;-34.63491705;MOTO;PASAJEROS
562;2020-0042;1.0;2020.0;9.0;29.0;17.0;DIAZ, ANA;;SOLDADO DE LA FRONTERA AV.;DIAZ, ANA y SOLDADO DE LA FRONTERA AV.;8.0;-58.46745752;-34.68192648;PEATON;PASAJEROS
563;2020-0043;1.0;2020.0;9.0;30.0;17.0;ALEM, LEANDRO N. AV.;;PARAGUAY;ALEM, LEANDRO N. AV. y PARAGUAY;1.0;-58.37202621;-34.59717942;PEATON;PASAJEROS
564;2020-0044;1.0;2020.0;10.0;5.0;0.0;LA PLATA AV.;;INDEPENDENCIA AV.;LA PLATA AV. e INDEPENDENCIA AV.;6.0;-58.42779702;-34.62207347;AUTO;AUTO
565;2020-0045;1.0;2020.0;10.0;19.0;3.0;PAZ, GRAL. AV.;;27 DE FEBRERO AV.;PAZ, GRAL. AV. y 27 DE FEBRERO AV.;8.0;-58.46244952;-34.70524971;AUTO;CARGAS
566;2020-0046;1.0;2020.0;10.0;27.0;21.0;NAZCA AV.;;CARRANZA, ADOLFO P.;NAZCA AV. y CARRANZA, ADOLFO P.;11.0;-58.4844016;-34.60776782;MOTO;MOTO
567;2020-0047;1.0;2020.0;10.0;27.0;14.0;AUTOPISTA PRESIDENTE HECTOR J. CAMPORA;;LACARRA AV.;AUTOPISTA PRESIDENTE HÉCTOR J. CÁMPORA y LACARRA AV.;9.0;-58.46668375;-34.65174801;PEATON;CARGAS
568;2020-0048;1.0;2020.0;10.0;29.0;20.0;DORREGO AV.;614.0;SD;DORREGO AV. 614;15.0;-58.4495878;-34.59322448;MOTO;OBJETO FIJO
569;2020-0049;1.0;2020.0;10.0;30.0;20.0;DEL LIBERTADOR AV.;;RAMOS MEJIA, JOSE MARIA, DR. AV.;DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.;1.0;-58.37533517;-34.59276462;PEATON;AUTO
570;2020-0050;1.0;2020.0;11.0;1.0;22.0;SANTA FE AV.;;GODOY CRUZ;SANTA FE AV. y GODOY CRUZ;14.0;-58.42525456;-34.57866344;PEATON;MOTO
571;2020-0051;1.0;2020.0;11.0;5.0;0.0;AVELLANEDA AV.;;MERCEDES;AVELLANEDA AV. y MERCEDES;10.0;-58.48493828;-34.62981124;MOTO;AUTO
572;2020-0052;1.0;2020.0;11.0;7.0;6.0;TUCUMAN;;PUEYRREDON AV.;TUCUMAN y PUEYRREDON AV.;3.0;-58.40480504;-34.60183884;BICICLETA;CARGAS
573;2020-0053;1.0;2020.0;11.0;9.0;3.0;ALCORTA, AMANCIO AV.;;EINSTEIN, ALBERTO;ALCORTA, AMANCIO AV. y EINSTEIN, ALBERTO;4.0;-58.41125934;-34.6541774;AUTO;AUTO
574;2020-0054;1.0;2020.0;11.0;19.0;9.0;INCLAN;;ALBERTI;INCLAN y ALBERTI;4.0;-58.39956546;-34.6297708;BICICLETA;AUTO
575;2020-0055;1.0;2020.0;11.0;19.0;12.0;OLAZABAL AV.;5437.0;SD;OLAZABAL AV. 5437;12.0;-58.49005682;-34.5786897;PEATON;CARGAS
576;2020-0056;1.0;2020.0;11.0;21.0;13.0;PAZ, GRAL. AV.;;ROCA, CNEL. AV.;PAZ, GRAL. AV. y ROCA, CNEL. AV.;8.0;-58.47064556;-34.69843756;MOTO;CARGAS
577;2020-0057;1.0;2020.0;11.0;23.0;7.0;NAZCA AV.;;VIALE, LUIS;NAZCA AV. y VIALE, LUIS;11.0;-58.4750156;-34.61945902;PEATON;AUTO
578;2020-0058;1.0;2020.0;11.0;24.0;16.0;OLIVERA AV.;;FALCON, RAMON L.,CNEL.;OLIVERA AV. y FALCON, RAMON L.,CNEL.;10.0;-58.48727942;-34.63652467;PEATON;AUTO
579;2020-0059;1.0;2020.0;12.0;1.0;6.0;BRASIL;1100.0;SD;BRASIL 1100;1.0;-58.3795169;-34.62794241;PEATON;PASAJEROS
580;2020-0060;1.0;2020.0;12.0;3.0;20.0;HOMERO;;PERON, EVA AV.;HOMERO y PERON, EVA AV.;9.0;-58.47750832;-34.65672199;PEATON;MOTO
581;2020-0061;1.0;2020.0;12.0;3.0;14.0;CANTILO, INT.;;UDAONDO, GUILLERMO AV.;CANTILO, INT. y UDAONDO, GUILLERMO AV.;13.0;-58.44927253;-34.54048625;MOTO;CARGAS
582;2020-0062;1.0;2020.0;12.0;4.0;17.0;MORENO;1845.0;SD;MORENO 1845;3.0;-58.39246272;-34.61253541;BICICLETA;PASAJEROS
583;2020-0063;2.0;2020.0;12.0;5.0;7.0;NUEVA YORK;;ALTA GRACIA;NUEVA YORK y ALTA GRACIA;11.0;-58.52783814;-34.61047001;PEATON_MOTO;MOTO
584;2020-0065;1.0;2020.0;12.0;5.0;16.0;PAZ, GRAL. AV.;;GOYENECHE, ROBERTO PARQUE AV.;PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.;12.0;-58.49332664;-34.54836855;MOTO;AUTO
585;2020-0066;1.0;2020.0;12.0;7.0;4.0;AUTOPISTA PERITO MORENO;;SD;AUTOPISTA PERITO MORENO (ALTURA ESTACION DE TREN VILLA LURO);10.0;-58.50178784;-34.63593897;MOTO;OBJETO FIJO
586;2020-0067;1.0;2020.0;12.0;11.0;22.0;SAENZ AV.;;BEAZLEY;SAENZ AV. y BEAZLEY;4.0;-58.41657793;-34.65476216;PEATON;PASAJEROS
587;2020-0068;1.0;2020.0;12.0;12.0;20.0;DEL LIBERTADOR AV.;;AUSTRIA;DEL LIBERTADOR AV. y AUSTRIA;2.0;-58.39731474;-34.58307887;MOTO;AUTO
588;2020-0069;1.0;2020.0;12.0;15.0;5.0;INDEPENDENCIA AV.;;SAENZ PE?A, LUIS, PRES.;INDEPENDENCIA AV. y SAENZ PEÑA, LUIS, PRES.;1.0;-58.38746381;-34.61790839;MOTO;PASAJEROS
589;2020-0070;1.0;2020.0;12.0;17.0;15.0;CALLAO AV.;;LAS HERAS, GENERAL;CALLAO AV. y LAS HERAS, GENERAL;2.0;-58.39189441;-34.59176378;PEATON;PASAJEROS
590;2020-0071;1.0;2020.0;12.0;17.0;23.0;SAN PEDRITO AV.;;DIRECTORIO AV.;SAN PEDRITO AV. y DIRECTORIO AV.;7.0;-58.46749188;-34.63551751;PEATON;AUTO
591;2020-0072;1.0;2020.0;12.0;19.0;3.0;JUJUY AV.;;CALVO, CARLOS;JUJUY AV. y CALVO, CARLOS;3.0;-58.40280471;-34.62113271;BICICLETA;AUTO
592;2020-0073;1.0;2020.0;12.0;20.0;7.0;27 DE FEBRERO AV.;;ESCALADA AV.;27 DE FEBRERO AV. y ESCALADA AV.;8.0;-58.44451316;-34.68475866;MOTO;OBJETO FIJO
593;2020-0074;1.0;2020.0;12.0;20.0;21.0;BOGOTA;;NAZCA AV.;BOGOTA y NAZCA AV.;7.0;-58.47110424;-34.62742408;AUTO;AUTO
594;2020-0075;1.0;2020.0;12.0;23.0;14.0;CORRIENTES AV.;;9 DE JULIO AV.;CORRIENTES AV. y 9 DE JULIO AV.;1.0;-58.38220928;-34.60373898;PEATON;PASAJEROS
595;2020-0076;1.0;2020.0;12.0;24.0;12.0;ALVAREZ JONTE AV.;;CHIVILCOY;ALVAREZ JONTE AV. y CHIVILCOY;10.0;-58.49794468;-34.61565025;AUTO;PASAJEROS
596;2020-0077;2.0;2020.0;12.0;25.0;6.0;SAN MARTIN AV.;;PUNTA ARENAS;SAN MARTIN AV. y PUNTA ARENAS;15.0;-58.47220945;-34.60111373;MOTO;AUTO
597;2020-0078;1.0;2020.0;12.0;25.0;5.0;BARCO CENTENERA DEL;1118.0;SD;BARCO CENTENERA DEL 1118;7.0;-58.43706741;-34.63217813;BICICLETA;PASAJEROS
598;2020-0079;1.0;2020.0;12.0;27.0;4.0;PAZ, GRAL. AV.;;GOYENECHE, ROBERTO PARQUE AV.;PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.;12.0;-58.49332664;-34.54836855;MOTO;OBJETO FIJO
599;2021-0001;1.0;2021.0;1.0;6.0;18.0;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI;;SD;AU FRONDIZI KM. 3;1.0;-58.37960727;-34.62622851;MOTO;AUTO
600;2021-0002;1.0;2021.0;1.0;7.0;10.0;CASTRO, EMILIO AV.;;MURGUIONDO;CASTRO, EMILIO AV. y MURGUIONDO;9.0;-58.51061062;-34.64972472;MOTO;CARGAS
601;2021-0003;1.0;2021.0;1.0;10.0;7.0;AUTOPISTA 25 DE MAYO;;SD;AUTOPISTA 25 DE MAYO KM. 3.7;7.0;-58.43052224;-34.62941648;MOTO;OBJETO FIJO
602;2021-0004;1.0;2021.0;1.0;11.0;9.0;CASEROS AV.;;GUARANI;CASEROS AV. y GUARANI;5.0;-58.41455544;-34.63866836;PEATON;CARGAS
603;2021-0005;1.0;2021.0;1.0;11.0;21.0;PERON, EVA AV.;3800.0;SD;PERON, EVA AV. 3800;9.0;-58.46774439;-34.64730145;PEATON;AUTO
604;2021-0006;1.0;2021.0;1.0;12.0;21.0;AUTOPISTA ARTURO ILLIA;;SARMIENTO AV.;AUTOPISTA ARTURO ILLIA y SARMIENTO AV.;14.0;-58.40786274;-34.56726817;MOTO;CARGAS
605;2021-0007;1.0;2021.0;1.0;18.0;10.0;DE LOS CONSTITUYENTES AV.;;GIRIBONE;DE LOS CONSTITUYENTES AV. y GIRIBONE;15.0;-58.48744301;-34.58622275;MOTO;MOTO
606;2021-0008;1.0;2021.0;1.0;22.0;23.0;SAENZ AV.;;RABANAL, FRANCISCO, INTENDENTE AV.;SAENZ AV. y RABANAL, FRANCISCO, INTENDENTE AV.;4.0;-58.41657793;-34.65476216;PEATON;PASAJEROS
607;2021-0009;1.0;2021.0;1.0;23.0;5.0;PAYSANDU;;GAONA AV.;PAYSANDU y GAONA AV.;6.0;-58.45351111;-34.61134937;MOTO;OBJETO FIJO
608;2021-0010;1.0;2021.0;1.0;23.0;8.0;PAZ, GRAL. AV.;;BALBIN, RICARDO, DR. AV.;PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.;12.0;-58.5007381;-34.5497951;MOTO;AUTO
609;2021-0011;1.0;2021.0;1.0;27.0;1.0;SANTA FE AV.;1675.0;SD;SANTA FE AV. 1675;2.0;-58.39144148;-34.59564871;PEATON;AUTO
610;2021-0012;1.0;2021.0;1.0;29.0;20.0;DELLEPIANE, LUIS, TTE. GRAL.;;GUAMINI;DELLEPIANE, LUIS, TTE. GRAL. y GUAMINI;8.0;-58.48191128;-34.68385968;PEATON;AUTO
611;2021-0013;1.0;2021.0;1.0;31.0;6.0;FALCON, RAMON L.,CNEL.;;OLIVERA AV.;FALCON, RAMON L.,CNEL. y OLIVERA AV.;10.0;-58.48727942;-34.63652467;MOTO;OBJETO FIJO
612;2021-0014;1.0;2021.0;2.0;2.0;0.0;SAN MARTIN AV.;;NOGOYA;SAN MARTIN AV. y NOGOYA;15.0;-58.48328708;-34.59779521;PEATON;AUTO
613;2021-0015;1.0;2021.0;2.0;6.0;3.0;SAN MARTIN AV.;;TINOGASTA;SAN MARTIN AV. y TINOGASTA;15.0;-58.49018543;-34.5972499;MOTO;OBJETO FIJO
614;2021-0016;1.0;2021.0;2.0;14.0;5.0;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;;DE LA TORRE, LISANDRO;FERNANDEZ DE LA CRUZ, F., GRAL. AV. y DE LA TORRE, LISANDRO;8.0;-58.47230127;-34.68482689;AUTO;OBJETO FIJO
615;2021-0017;1.0;2021.0;2.0;17.0;4.0;SALTA;;CASEROS AV.;SALTA y CASEROS AV.;1.0;-58.38262614;-34.63168269;MOTO;PASAJEROS
616;2021-0018;1.0;2021.0;2.0;20.0;19.0;JAURES, JEAN;;PERON, JUAN DOMINGO, TTE. GENERAL;JAURES, JEAN y PERON, JUAN DOMINGO, TTE. GENERAL;3.0;-58.41047268;-34.60793518;PEATON;AUTO
617;2021-0019;1.0;2021.0;2.0;21.0;1.0;TRIUNVIRATO AV.;;LARRALDE, CRISOLOGO AV.;TRIUNVIRATO AV. y LARRALDE, CRISOLOGO AV.;12.0;-58.49659234;-34.56353635;MOTO;OBJETO FIJO
618;2021-0020;1.0;2021.0;2.0;21.0;15.0;POTOSI;;GASCON;POTOSI y GASCON;5.0;-58.42462955;-34.60727189;PEATON;CARGAS
619;2021-0021;1.0;2021.0;2.0;26.0;5.0;YRIGOYEN, HIPOLITO;;24 DE NOVIEMBRE;YRIGOYEN, HIPOLITO y 24 DE NOVIEMBRE;3.0;-58.41168345;-34.61185625;MOTO;OBJETO FIJO
620;2021-0022;1.0;2021.0;2.0;28.0;12.0;DEL LIBERTADOR AV.;;ROOSEVELT FRANKLIN D.;DEL LIBERTADOR AV. y ROOSEVELT FRANKLIN D.;13.0;-58.45157681;-34.55217303;PASAJEROS;SD
622;2021-0024;1.0;2021.0;3.0;3.0;16.0;PERON, EVA AV.;;PIEDRA BUENA AV.;PERON, EVA AV. y PIEDRA BUENA AV.;9.0;-58.49573651;-34.67006054;BICICLETA;CARGAS
623;2021-0025;1.0;2021.0;3.0;11.0;3.0;PAZ, GRAL. AV.;;AUTOPISTA DELLEPIANE LUIS TTE. GRAL.;PAZ, GRAL. AV. y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.;8.0;-58.48695354;-34.68795245;MOTO;OTRO
624;2021-0026;1.0;2021.0;3.0;15.0;2.0;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI;;SD;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y QUINQUELA MARTIN, BENITO;4.0;-58.37562539;-34.64449357;MOTO;OBJETO FIJO
625;2021-0027;1.0;2021.0;3.0;16.0;15.0;PAZ, GRAL. AV.;;DONADO;PAZ, GRAL. AV. y DONADO;12.0;-58.49491054;-34.54795581;MOTO;CARGAS
626;2021-0028;1.0;2021.0;3.0;29.0;17.0;COREA AV.;;TORRES Y TENORIO, PRES.;COREA AV. y TORRES Y TENORIO, PRES.;7.0;-58.44147621;-34.64357704;PEATON;PASAJEROS
627;2021-0029;1.0;2021.0;3.0;31.0;18.0;FALCON, RAMON L.,CNEL.;;SAN PEDRITO AV.;FALCON, RAMON L.,CNEL. y SAN PEDRITO AV.;7.0;-58.46899119;-34.63215432;AUTO;AUTO
628;2021-0030;1.0;2021.0;4.0;3.0;18.0;FINOCHIETTO ENRIQUE DR.;1623.0;SD;FINOCHIETTO ENRIQUE DR. 1623;4.0;-58.38685612;-34.63455776;PEATON;PASAJEROS
629;2021-0031;1.0;2021.0;4.0;7.0;10.0;9 DE JULIO AV.;;INDEPENDENCIA AV.;9 DE JULIO AV. e INDEPENDENCIA AV.;1.0;-58.38113667;-34.61765323;PEATON;CARGAS
630;2021-0032;1.0;2021.0;4.0;10.0;19.0;CANTILO, INT.;;GUIRALDES, INT.;CANTILO, INT. y GUIRALDES, INT.;13.0;-58.44112678;-34.54538956;PEATON;MOTO
631;2021-0033;1.0;2021.0;4.0;14.0;17.0;AUTOPISTA 25 DE MAYO;;SD;AUTOPISTA 25 DE MAYO y BOEDO AV.;5.0;-58.41595919;-34.62743346;AUTO;OBJETO FIJO
632;2021-0034;1.0;2021.0;4.0;19.0;14.0;ALCORTA, AMANCIO AV.;;ZAVALETA;ALCORTA, AMANCIO AV. y ZAVALETA;4.0;-58.40184094;-34.64546845;MOTO;CARGAS
633;2021-0035;1.0;2021.0;5.0;3.0;9.0;JANER, ANA MARIA;;LAFUENTE AV.;JANER, ANA MARIA y LAFUENTE AV.;8.0;-58.44642231;-34.65679806;MOTO;CARGAS
634;2021-0036;1.0;2021.0;5.0;9.0;6.0;PAZ, GRAL. AV.;;MOSCONI GENERAL AV.;PAZ, GRAL. AV. y MOSCONI GENERAL AV.;11.0;-58.52340614;-34.59798754;MOTO;OBJETO FIJO
635;2021-0037;1.0;2021.0;5.0;11.0;7.0;MONROE;;BALBIN, RICARDO, DR. AV.;MONROE y BALBIN, RICARDO, DR. AV.;13.0;-58.46649069;-34.56219075;PEATON;PASAJEROS
636;2021-0038;1.0;2021.0;5.0;14.0;11.0;JUSTO, JUAN B. AV.;;SANTA FE AV.;JUSTO, JUAN B. AV. y SANTA FE AV.;14.0;-58.42653328;-34.57816791;MOTO;CARGAS
637;2021-0039;1.0;2021.0;5.0;15.0;12.0;OLIDEN;;ALBERDI, JUAN BAUTISTA AV.;OLIDEN y ALBERDI, JUAN BAUTISTA AV.;9.0;-58.50407099;-34.65303372;BICICLETA;AUTO
638;2021-0040;1.0;2021.0;5.0;20.0;5.0;PAZ, GRAL. AV.;;DEL LIBERTADOR AV.;PAZ, GRAL. AV. y DEL LIBERTADOR AV.;13.0;-58.46743471;-34.53476874;MOTO;AUTO
639;2021-0041;1.0;2021.0;5.0;20.0;8.0;DEL LIBERTADOR AV.;;CASARES AV.;DEL LIBERTADOR AV. y CASARES AV.;14.0;-58.40986646;-34.5772806;PEATON;PASAJEROS
640;2021-0042;1.0;2021.0;5.0;21.0;5.0;RIVADAVIA AV.;10900.0;SD;RIVADAVIA AV. 10900;9.0;-58.51739138;-34.63931792;PEATON;PASAJEROS
641;2021-0043;1.0;2021.0;5.0;22.0;18.0;ALBERDI, JUAN BAUTISTA AV.;;PILAR;ALBERDI, JUAN BAUTISTA AV. y PILAR;9.0;-58.50719962;-34.65556223;PEATON;AUTO
642;2021-0044;1.0;2021.0;5.0;25.0;2.0;PERON, EVA AV.;;ACOSTA, MARIANO;PERON, EVA AV. y ACOSTA, MARIANO;9.0;-58.46712311;-34.64600222;MOTO;OBJETO FIJO
643;2021-0045;1.0;2021.0;5.0;26.0;17.0;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI;;SD;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.;4.0;-58.37709334;-34.64035082;MOTO;MULTIPLE
644;2021-0046;1.0;2021.0;5.0;31.0;2.0;ELCANO AV.;;GUZMAN AV.;ELCANO AV. y GUZMAN AV.;15.0;-58.46033141;-34.58569883;AUTO;OBJETO FIJO
645;2021-0047;1.0;2021.0;6.0;2.0;16.0;VEDIA, AGUSTIN DE;;RABANAL, FRANCISCO, INTENDENTE AV.;VEDIA, AGUSTIN DE y RABANAL, FRANCISCO, INTENDENTE AV.;4.0;-58.42190745;-34.65633192;MOTO;AUTO
646;2021-0048;1.0;2021.0;6.0;3.0;9.0;CAPDEVILA;;CONGRESO AV.;CAPDEVILA y CONGRESO AV.;12.0;-58.49026573;-34.5698141;BICICLETA;AUTO
647;2021-0049;1.0;2021.0;6.0;3.0;20.0;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;4000.0;SD;FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000;8.0;-58.45410344;-34.66902702;AUTO;AUTO
648;2021-0050;1.0;2021.0;6.0;10.0;13.0;DEL LIBERTADOR AV.;5958.0;SD;DEL LIBERTADOR AV. 5958;13.0;-58.44751621;-34.55719892;MOTO;PASAJEROS
649;2021-0051;1.0;2021.0;6.0;15.0;19.0;27 DE FEBRERO AV.;;EREZCANO AV.;27 DE FEBRERO AV. y EREZCANO AV.;4.0;-58.42040352;-34.66005171;PEATON;CARGAS
650;2021-0052;1.0;2021.0;6.0;20.0;5.0;PAZ, GRAL. AV.;14723.0;SD;PAZ, GRAL. AV. 14723;8.0;-58.49530249;-34.68010798;MOTO;OBJETO FIJO
651;2021-0053;1.0;2021.0;6.0;20.0;12.0;CORRIENTES AV.;5783.0;SD;CORRIENTES AV. 5783;15.0;-58.44399875;-34.5947736;PEATON;BICICLETA
652;2021-0054;1.0;2021.0;6.0;22.0;14.0;TABARE;;EREZCANO;TABARE y EREZCANO;4.0;-58.42759813;-34.65463857;MOTO;CARGAS
